User_ID,Time_of_Session,Purchase,Revenue
10994,2020-05-28 04:24:45,Upgrade,760
10994,2020-05-29 10:44:33,Upgrade,760
5597,2020-04-02 05:18:01,Points,410
51,2020-04-02 21:19:39,Upgrade,760
51,2020-04-02 22:27:44,Upgrade,410
51,2020-04-02 22:38:53,Points,760
51,2020-04-02 22:39:17,Points,760
21867,2020-04-03 17:27:37,Points,760
3734,2020-04-03 18:05:49,Upgrade,410
3734,2020-04-03 19:57:22,Upgrade,760
21867,2020-04-03 20:02:26,Upgrade,760
19668,2020-04-04 00:53:45,Upgrade,760
22085,2020-04-04 06:33:22,Upgrade,760
20389,2020-04-04 13:54:31,Upgrade,760
20582,2020-04-04 16:35:23,Upgrade,3555
15802,2020-04-04 19:04:09,Upgrade,3555
12448,2020-04-04 19:22:58,Points,1810
20389,2020-04-05 13:19:03,Points,760
20389,2020-04-05 13:47:12,Points,760
20389,2020-04-05 14:35:31,Points,1810
20389,2020-04-05 14:37:08,Upgrade,410
20389,2020-04-05 16:27:47,Upgrade,410
20389,2020-04-05 17:16:58,Points,760
3185,2020-04-05 17:17:06,Upgrade,760
21867,2020-04-05 19:53:46,Points,1810
9929,2020-04-06 03:46:27,Upgrade,760
9929,2020-04-06 05:47:39,Upgrade,760
20389,2020-04-06 07:45:27,Points,760
9929,2020-04-06 09:30:53,Points,760
5244,2020-04-06 10:08:14,Upgrade,760
20389,2020-04-06 15:51:20,Upgrade,410
20389,2020-04-06 16:01:41,Points,760
3185,2020-04-06 17:37:09,Points,760
3185,2020-04-06 17:52:58,Points,760
20389,2020-04-06 18:51:37,Points,1810
20389,2020-04-06 19:32:43,Upgrade,760
21867,2020-04-09 11:51:56,Points,760
21867,2020-04-11 23:45:02,Points,760
3734,2020-04-13 23:07:13,Upgrade,760
21867,2020-04-13 23:54:33,Points,760
21867,2020-04-15 00:06:03,Points,760
21867,2020-04-15 00:10:01,Points,1810
51,2020-04-18 21:12:52,Upgrade,410
51,2020-04-27 19:50:45,Points,760
51,2020-04-27 20:22:11,Points,760
51,2020-04-29 01:10:26,Points,760
51,2020-05-06 19:14:08,Points,760
51,2020-05-13 18:19:44,Points,410
20915,2020-04-01 11:08:26,Points,760
20915,2020-04-01 11:15:17,Upgrade,760
19777,2020-04-03 21:29:04,Points,3560
2419,2020-04-04 11:29:47,Upgrade,410
2419,2020-04-04 11:39:48,Points,3560
2419,2020-04-04 21:53:55,Upgrade,3555
6062,2020-04-05 09:50:41,Points,1810
7453,2020-04-05 10:57:07,Points,410
1424,2020-04-06 05:46:45,Points,410
1424,2020-04-06 05:54:28,Upgrade,410
6598,2020-04-07 18:27:51,Points,760
6598,2020-04-07 18:40:43,Upgrade,760
6598,2020-04-07 18:53:56,Points,760
6598,2020-04-07 21:12:17,Points,760
6598,2020-04-07 21:19:19,Points,410
1517,2020-04-08 12:39:42,Points,760
19777,2020-04-08 15:54:21,Points,1810
19777,2020-04-09 08:08:05,Points,1810
19842,2020-04-09 12:42:34,Points,410
19842,2020-04-09 12:42:58,Points,410
6598,2020-04-09 13:47:16,Points,410
19777,2020-04-09 14:00:26,Upgrade,760
19777,2020-04-09 15:10:30,Points,760
19777,2020-04-09 15:39:07,Points,1810
19777,2020-04-10 10:15:03,Upgrade,410
19777,2020-04-10 10:26:39,Points,410
7723,2020-04-11 13:20:40,Upgrade,760
7723,2020-04-11 13:21:30,Points,760
7723,2020-04-11 13:29:49,Points,1810
7723,2020-04-11 14:59:34,Points,1810
19842,2020-04-13 04:28:58,Points,410
19842,2020-04-13 04:29:25,Points,410
19842,2020-04-15 05:16:02,Points,410
13958,2020-04-18 23:44:06,Points,1810
13958,2020-04-19 12:06:34,Upgrade,760
6982,2020-04-22 14:08:39,Upgrade,3555
19777,2020-04-22 18:16:00,Points,410
20643,2020-05-18 23:59:01,Upgrade,760
19777,2020-05-19 15:34:26,Points,760
19777,2020-05-20 18:37:35,Points,760
19777,2020-05-20 18:42:24,Points,1810
19777,2020-05-21 06:27:21,Points,410
19777,2020-05-21 06:42:48,Points,410
923,2020-05-29 19:14:50,Upgrade,3555
9767,2020-06-02 19:36:28,Upgrade,760
9767,2020-06-06 08:20:42,Upgrade,760
13117,2020-04-05 04:27:04,Points,760
6538,2020-04-05 14:10:48,Upgrade,760
6538,2020-04-05 15:10:22,Upgrade,760
17071,2020-04-05 16:30:59,Upgrade,1810
6849,2020-04-05 16:35:08,Points,760
6849,2020-04-05 16:44:32,Upgrade,760
6849,2020-04-05 17:26:43,Points,760
6849,2020-04-05 17:32:14,Points,760
6849,2020-04-05 17:35:55,Points,760
6849,2020-04-05 18:01:32,Points,760
14545,2020-04-05 18:16:05,Points,760
2155,2020-04-05 18:17:48,Points,1810
6849,2020-04-05 18:29:42,Points,760
14545,2020-04-05 18:36:36,Upgrade,410
2155,2020-04-05 18:44:21,Upgrade,3555
2155,2020-04-05 19:00:11,Points,1810
12956,2020-04-06 02:15:07,Points,760
12956,2020-04-06 04:50:57,Upgrade,760
12956,2020-04-06 04:51:33,Points,760
675,2020-04-06 05:38:02,Upgrade,1810
12956,2020-04-06 05:42:39,Upgrade,760
17310,2020-04-06 08:36:35,Points,760
17310,2020-04-06 08:56:26,Points,760
2155,2020-04-06 09:02:06,Points,3560
11101,2020-04-06 10:48:59,Points,760
15424,2020-04-06 13:33:41,Upgrade,760
15424,2020-04-06 13:39:04,Points,760
15424,2020-04-06 14:42:40,Points,1810
11101,2020-04-06 14:54:51,Points,1810
2155,2020-04-06 17:12:41,Points,3560
20635,2020-04-06 17:51:43,Points,760
20635,2020-04-06 18:08:22,Points,760
14545,2020-04-06 19:23:43,Points,760
15424,2020-04-06 23:34:55,Points,760
21312,2020-04-07 06:47:20,Points,760
14545,2020-04-07 13:15:18,Upgrade,760
14173,2020-04-07 17:43:40,Upgrade,1810
3898,2020-04-07 18:50:24,Upgrade,1810
14777,2020-04-08 18:17:36,Upgrade,1810
3898,2020-04-08 19:08:25,Upgrade,1810
12514,2020-04-08 21:20:19,Upgrade,410
12956,2020-04-08 23:01:15,Points,760
12956,2020-04-08 23:14:24,Upgrade,760
3898,2020-04-09 02:25:11,Upgrade,1810
3898,2020-04-09 08:31:27,Upgrade,410
3898,2020-04-09 09:11:10,Upgrade,760
3898,2020-04-09 10:22:36,Upgrade,410
3898,2020-04-09 19:41:18,Upgrade,1810
3898,2020-04-10 04:05:11,Upgrade,410
11413,2020-04-10 07:54:03,Upgrade,410
12956,2020-04-10 21:26:15,Points,1810
12956,2020-04-12 00:29:10,Points,760
12956,2020-04-12 21:58:35,Points,760
12956,2020-04-14 21:29:53,Points,760
11101,2020-04-20 17:50:17,Points,760
3898,2020-04-24 04:23:42,Upgrade,3555
3898,2020-04-24 16:55:31,Points,1810
3898,2020-04-25 22:22:43,Upgrade,3555
3898,2020-04-28 00:42:06,Upgrade,3555
3898,2020-04-30 06:57:25,Upgrade,1810
3898,2020-05-03 03:11:43,Upgrade,1810
3898,2020-05-04 19:46:51,Upgrade,1810
3898,2020-05-08 06:15:30,Upgrade,1810
3898,2020-05-09 19:57:27,Upgrade,1810
3898,2020-05-12 06:18:20,Upgrade,1810
3898,2020-05-15 22:15:39,Upgrade,3555
3898,2020-05-30 01:26:05,Upgrade,1810
12752,2020-04-01 01:18:04,Upgrade,410
12752,2020-04-01 05:23:17,Points,760
12752,2020-04-01 05:26:03,Points,410
12752,2020-04-01 10:28:40,Points,760
12752,2020-04-01 10:39:40,Points,410
7848,2020-04-05 10:22:35,Upgrade,410
12645,2020-04-05 13:10:02,Upgrade,3555
7848,2020-04-05 13:24:20,Points,410
15248,2020-04-06 00:21:34,Upgrade,760
15248,2020-04-06 00:34:36,Points,760
566,2020-04-06 14:07:52,Points,1810
7394,2020-04-10 03:01:35,Upgrade,760
7394,2020-04-11 15:40:09,Upgrade,760
4374,2020-04-15 05:45:39,Points,760
4374,2020-04-15 05:46:09,Points,410
4374,2020-04-15 05:49:22,Points,760
7848,2020-04-19 10:59:15,Points,410
10692,2020-04-25 17:17:33,Upgrade,760
19248,2020-04-01 00:24:52,Points,760
19248,2020-04-01 00:36:14,Points,760
19248,2020-04-01 06:01:45,Points,1810
19248,2020-04-01 06:11:56,Points,760
1429,2020-04-02 16:42:09,Points,3560
1429,2020-04-02 23:41:12,Upgrade,3555
1429,2020-04-03 04:06:03,Points,3560
19556,2020-04-04 02:56:52,Upgrade,760
509,2020-04-04 09:59:39,Points,760
15048,2020-04-04 10:32:04,Points,1810
5475,2020-04-04 16:21:03,Points,7060
5475,2020-04-04 16:27:17,Upgrade,1810
1429,2020-04-04 17:28:08,Points,760
3125,2020-04-04 19:31:40,Points,760
15101,2020-04-04 21:35:22,Points,410
15101,2020-04-04 21:39:03,Upgrade,760
15101,2020-04-04 22:15:21,Points,760
15101,2020-04-04 22:27:28,Points,760
15101,2020-04-05 01:09:30,Points,760
15101,2020-04-05 02:19:43,Upgrade,410
1429,2020-04-05 18:59:56,Points,760
4160,2020-04-05 20:24:19,Upgrade,1810
20917,2020-04-06 04:15:17,Points,1810
15787,2020-04-06 08:52:49,Points,760
15787,2020-04-06 08:55:25,Points,3560
20917,2020-04-06 10:26:21,Upgrade,760
19235,2020-04-06 11:28:26,Points,760
7067,2020-04-06 11:52:26,Points,760
7067,2020-04-06 12:07:49,Points,760
293,2020-04-06 19:43:02,Upgrade,760
293,2020-04-06 20:44:44,Points,760
8914,2020-04-06 20:44:51,Upgrade,1810
8914,2020-04-06 21:00:23,Points,1810
10934,2020-04-06 21:45:31,Points,760
7067,2020-04-06 22:05:25,Points,760
10934,2020-04-07 02:23:07,Points,760
7067,2020-04-07 13:50:29,Points,760
7067,2020-04-07 13:50:44,Points,760
1429,2020-04-07 15:47:27,Points,760
1429,2020-04-07 15:47:27,Points,760
6812,2020-04-07 19:51:42,Points,3560
6812,2020-04-07 20:08:59,Upgrade,760
6812,2020-04-07 20:48:12,Points,3560
6812,2020-04-07 21:30:39,Upgrade,1810
6812,2020-04-07 21:48:49,Points,3560
7163,2020-04-07 23:53:23,Points,760
6812,2020-04-08 20:07:02,Points,3560
14888,2020-04-08 21:35:41,Points,410
14888,2020-04-08 21:36:09,Points,410
1429,2020-04-09 19:52:41,Points,1810
15827,2020-04-09 23:31:49,Points,760
15827,2020-04-10 11:01:26,Points,760
3125,2020-04-11 20:02:49,Points,760
15827,2020-04-12 02:01:12,Upgrade,760
1429,2020-04-12 04:46:07,Points,3560
1429,2020-04-12 14:05:36,Points,3560
1429,2020-04-13 01:07:19,ValuePack,1460
1429,2020-04-13 11:07:12,Points,1810
13199,2020-04-13 15:28:31,Points,760
16384,2020-04-13 16:24:37,Upgrade,3555
15827,2020-04-18 10:10:11,Points,1810
1465,2020-04-19 14:49:51,Upgrade,1810
13525,2020-04-20 00:35:22,Points,760
20917,2020-04-20 08:57:03,Points,760
1465,2020-04-30 20:15:48,Points,1810
1465,2020-05-01 08:00:28,Points,3560
293,2020-05-24 17:54:08,Points,760
7343,2020-05-16 09:37:55,ValuePack,2860
7343,2020-05-22 14:27:17,Upgrade,760
17149,2020-04-02 03:11:43,Points,760
6231,2020-04-03 02:02:36,Points,760
6231,2020-04-03 02:16:37,Points,7060
6231,2020-04-03 02:24:44,Upgrade,3555
6231,2020-04-03 04:12:14,Points,7060
9124,2020-04-03 09:59:24,Points,1810
2822,2020-04-04 01:56:05,Upgrade,760
2822,2020-04-04 02:09:09,Points,1810
2822,2020-04-04 02:49:31,Points,760
2822,2020-04-04 03:04:20,Upgrade,410
2822,2020-04-04 03:07:47,Points,760
18707,2020-04-04 03:30:03,Points,1810
18707,2020-04-04 03:37:32,Upgrade,1810
18707,2020-04-04 04:02:45,Points,3560
6548,2020-04-04 09:01:39,Upgrade,760
6548,2020-04-04 09:06:38,Points,760
2822,2020-04-04 12:23:50,Upgrade,410
9124,2020-04-04 19:35:15,Points,760
13146,2020-04-06 14:38:12,Points,760
13146,2020-04-06 14:47:00,Upgrade,410
13146,2020-04-06 14:53:13,Points,410
14275,2020-04-06 18:29:51,Points,760
14275,2020-04-06 18:55:23,Points,410
6448,2020-04-07 12:39:27,Points,760
6024,2020-04-07 14:02:26,Points,760
6024,2020-04-07 14:19:04,Points,410
6024,2020-04-07 14:21:05,Points,760
6024,2020-04-07 14:31:58,Upgrade,760
6024,2020-04-07 14:32:33,Points,410
6024,2020-04-07 14:47:00,Points,760
21449,2020-04-07 22:06:16,Points,1810
4282,2020-04-07 23:46:37,Points,1810
4282,2020-04-07 23:52:28,Upgrade,410
4282,2020-04-08 05:39:53,Upgrade,410
21449,2020-04-08 15:51:10,Points,760
21449,2020-04-08 16:09:12,Points,760
1870,2020-04-08 21:12:53,Upgrade,760
14275,2020-04-08 21:34:01,Points,760
14275,2020-04-08 21:38:48,Points,410
14275,2020-04-08 21:38:57,Points,410
4282,2020-04-09 14:28:52,Points,760
20139,2020-04-09 18:18:07,Points,760
17628,2020-04-10 11:58:33,ValuePack,1460
20139,2020-04-10 12:30:15,Points,760
9124,2020-04-10 19:32:16,Points,1810
17578,2020-04-11 07:15:15,Upgrade,410
17578,2020-04-11 14:02:40,Upgrade,410
21449,2020-04-11 14:56:24,Points,760
21449,2020-04-11 20:57:08,Points,760
21449,2020-04-12 17:29:52,Upgrade,3555
21449,2020-04-12 17:34:19,Points,760
4282,2020-04-12 18:05:21,Points,760
18707,2020-04-13 21:03:27,Points,1810
18707,2020-04-13 21:14:47,Points,3560
10449,2020-04-21 13:07:23,Upgrade,760
10449,2020-04-21 17:29:49,Points,1810
10449,2020-04-21 18:29:59,Points,760
10449,2020-04-21 18:33:36,Points,410
10449,2020-04-21 19:10:44,Points,410
10449,2020-04-21 20:48:16,Points,410
10449,2020-04-21 21:07:12,Upgrade,410
18707,2020-04-24 04:19:43,Upgrade,760
18707,2020-04-24 04:20:28,Points,1810
10449,2020-04-24 12:27:26,Points,410
1700,2020-05-03 08:13:02,Points,410
1700,2020-05-03 09:04:47,Points,410
1700,2020-05-03 17:17:38,Points,760
21595,2020-05-16 04:47:28,Upgrade,760
15446,2020-05-18 14:02:13,Upgrade,1810
15446,2020-05-23 02:38:58,Upgrade,760
15446,2020-05-23 20:05:33,Upgrade,410
15446,2020-05-23 21:12:03,Upgrade,760
15446,2020-05-26 00:51:42,Upgrade,760
15446,2020-05-28 12:30:17,Upgrade,760
15446,2020-05-29 00:08:21,Points,760
15446,2020-06-05 18:04:08,ValuePack,3560
15446,2020-06-05 22:12:51,Points,760
11197,2020-04-03 16:45:31,Points,760
11197,2020-04-03 16:53:38,Upgrade,760
11197,2020-04-04 05:43:33,Points,760
11197,2020-04-04 08:51:59,Points,1810
2356,2020-04-05 11:04:23,Points,760
260,2020-04-05 16:53:21,Points,1810
260,2020-04-05 17:13:58,Upgrade,760
8751,2020-04-05 17:20:41,Points,1810
11948,2020-04-05 23:30:18,Upgrade,760
11948,2020-04-05 23:31:20,Points,760
11948,2020-04-06 00:04:09,Points,760
11948,2020-04-06 00:27:13,Points,760
11948,2020-04-06 00:58:42,Points,760
11948,2020-04-06 01:18:56,Upgrade,410
11948,2020-04-06 07:56:57,Points,760
18131,2020-04-06 08:29:19,Upgrade,410
18131,2020-04-06 08:52:51,Upgrade,410
11948,2020-04-06 09:10:44,Upgrade,410
11948,2020-04-06 09:20:38,Points,1810
11948,2020-04-06 10:57:45,Points,1810
18131,2020-04-06 12:23:11,Upgrade,410
697,2020-04-07 00:20:21,Points,7060
697,2020-04-07 00:42:14,Upgrade,3555
21861,2020-04-07 12:04:59,Upgrade,760
6138,2020-04-07 18:09:39,Upgrade,760
4478,2020-04-07 20:46:52,Upgrade,760
10140,2020-04-07 20:56:25,Points,3560
11948,2020-04-08 02:26:45,Points,760
11948,2020-04-08 06:30:03,Points,760
9455,2020-04-09 05:26:50,Points,760
18131,2020-04-09 11:43:21,Points,760
4744,2020-04-10 20:44:17,Points,760
18131,2020-04-11 14:26:14,Points,410
4744,2020-04-11 22:42:42,Upgrade,760
4744,2020-04-11 23:54:39,Upgrade,760
18131,2020-04-15 21:04:33,Points,410
6138,2020-04-17 15:04:40,Upgrade,3555
5072,2020-04-20 23:17:47,Points,1810
21861,2020-05-05 02:20:25,Points,760
1586,2020-06-02 14:34:11,Upgrade,410
5764,2020-04-03 03:17:44,Points,760
5764,2020-04-03 19:55:19,Points,760
4565,2020-04-04 07:31:14,Points,760
4565,2020-04-04 10:44:37,Upgrade,760
4565,2020-04-04 11:05:23,Points,760
4565,2020-04-04 12:27:43,Points,1810
17250,2020-04-05 02:22:10,Points,760
4565,2020-04-05 09:00:24,Upgrade,760
21517,2020-04-05 18:19:30,Upgrade,760
553,2020-04-06 16:19:07,Points,760
13901,2020-04-06 16:55:20,Upgrade,760
553,2020-04-06 18:54:40,Points,760
553,2020-04-06 18:54:54,Points,410
9746,2020-04-06 20:37:58,Points,760
9746,2020-04-06 20:50:24,Points,760
9746,2020-04-06 20:51:55,Points,760
9746,2020-04-06 20:59:42,Upgrade,760
9746,2020-04-06 21:16:21,Points,760
9746,2020-04-06 21:29:48,Points,760
9746,2020-04-06 21:53:14,Points,760
19783,2020-04-07 10:11:44,Points,1810
19783,2020-04-07 10:31:02,Upgrade,760
19783,2020-04-07 10:31:53,Points,760
21517,2020-04-07 13:01:27,Upgrade,760
13123,2020-04-07 14:28:54,Upgrade,410
13123,2020-04-07 14:30:07,Points,410
16653,2020-04-07 21:58:35,Points,760
16653,2020-04-07 22:07:32,Upgrade,410
19783,2020-04-08 00:32:01,Points,1810
20868,2020-04-08 14:35:35,Upgrade,410
16653,2020-04-08 20:47:38,Points,760
13123,2020-04-09 18:13:33,Upgrade,410
12243,2020-04-13 16:46:19,Points,760
21517,2020-04-15 17:33:13,Points,410
9746,2020-04-15 21:37:57,Upgrade,760
9746,2020-04-15 21:43:19,Points,760
9746,2020-04-25 10:18:01,Points,760
9746,2020-04-25 10:27:12,Points,760
9746,2020-04-28 10:21:06,Points,1810
9746,2020-04-29 15:22:38,Points,760
9746,2020-04-29 15:33:50,Points,760
9746,2020-04-29 17:27:50,Points,760
20868,2020-05-03 17:39:59,Upgrade,410
20868,2020-05-03 17:46:01,Upgrade,410
20868,2020-05-04 16:28:04,Upgrade,410
20868,2020-05-05 08:04:39,Upgrade,410
20868,2020-05-05 09:01:56,Points,410
20868,2020-05-05 09:03:13,Upgrade,410
6780,2020-05-16 06:28:11,ValuePack,410
15210,2020-04-02 19:13:51,Points,760
13344,2020-04-02 22:52:10,Points,760
13344,2020-04-02 22:53:49,Points,410
14604,2020-04-03 05:45:12,Upgrade,410
12017,2020-04-03 07:05:14,Points,410
1957,2020-04-03 13:45:27,Upgrade,3555
13344,2020-04-03 21:59:13,Points,410
14604,2020-04-04 03:14:13,Upgrade,410
1957,2020-04-04 09:23:11,Points,1810
9804,2020-04-05 05:18:50,Upgrade,410
9804,2020-04-05 05:44:36,Upgrade,760
19076,2020-04-05 08:34:25,Points,1810
19076,2020-04-05 09:04:26,Points,760
19076,2020-04-05 09:07:51,Upgrade,760
19076,2020-04-05 09:10:34,Points,760
19076,2020-04-05 09:13:29,Points,760
8955,2020-04-05 19:03:02,Points,760
12634,2020-04-05 23:43:34,Upgrade,410
12634,2020-04-05 23:52:46,Points,760
12634,2020-04-06 01:06:19,Upgrade,410
21571,2020-04-06 17:10:40,Points,760
10703,2020-04-06 18:58:38,Points,760
10035,2020-04-06 19:57:29,Points,760
15615,2020-04-06 20:03:02,Points,760
15615,2020-04-06 20:21:50,Points,760
21571,2020-04-06 21:35:30,Points,760
10121,2020-04-07 16:50:56,Upgrade,760
10121,2020-04-07 16:51:47,Points,1810
3526,2020-04-07 17:05:32,Upgrade,760
10703,2020-04-07 17:49:11,Points,760
15615,2020-04-07 19:30:43,Points,3560
15615,2020-04-07 19:49:05,Upgrade,760
21571,2020-04-07 20:31:55,Points,760
21571,2020-04-07 20:45:49,Points,760
17724,2020-04-08 03:28:09,Upgrade,1810
15615,2020-04-08 04:26:23,Points,1810
15615,2020-04-08 08:39:50,Points,1810
3526,2020-04-08 16:28:07,Points,410
15615,2020-04-08 17:42:40,Points,760
15615,2020-04-08 17:55:33,Upgrade,410
15615,2020-04-08 18:04:20,Points,1810
15615,2020-04-08 20:06:08,Upgrade,410
15615,2020-04-08 20:37:59,Points,760
20355,2020-04-09 20:32:06,Points,7060
21571,2020-04-09 21:47:06,Points,760
22474,2020-04-10 01:18:54,Points,1810
10121,2020-04-11 18:38:13,Points,1810
10121,2020-04-11 20:18:34,Upgrade,760
4808,2020-04-12 09:26:30,Upgrade,760
21571,2020-04-13 22:25:15,Points,1810
9804,2020-04-17 14:22:53,Points,1810
9804,2020-04-17 14:43:22,Points,1810
15615,2020-04-20 16:12:05,Points,1810
15615,2020-04-20 18:56:44,Points,760
15615,2020-04-20 19:47:29,Points,1810
15615,2020-04-20 20:49:42,Points,760
8955,2020-04-22 05:25:56,Points,760
21571,2020-04-25 22:50:57,Points,760
21571,2020-04-25 23:25:15,Points,760
21571,2020-04-25 23:36:51,Points,760
21571,2020-04-26 17:42:11,Points,760
15210,2020-04-27 17:33:36,Points,760
21571,2020-04-28 19:08:15,Points,760
21571,2020-04-28 19:20:52,Points,760
21571,2020-04-28 20:47:30,Points,760
21571,2020-04-28 21:00:23,Points,760
4808,2020-04-29 01:09:52,Points,760
21571,2020-04-29 20:45:40,Points,760
21571,2020-04-29 21:15:47,Points,760
15317,2020-05-12 05:32:56,Upgrade,760
14604,2020-05-22 02:14:45,Upgrade,410
14604,2020-05-22 10:32:06,Upgrade,410
14604,2020-05-22 14:43:03,Upgrade,410
13357,2020-05-23 04:45:53,Upgrade,410
10582,2020-04-08 13:08:55,Upgrade,760
18060,2020-04-08 13:59:12,Points,1810
3425,2020-04-08 18:38:55,Upgrade,410
6521,2020-04-08 19:24:17,Points,760
21202,2020-04-09 12:41:16,Points,760
3425,2020-04-09 20:27:56,Upgrade,410
10582,2020-04-10 09:05:21,Upgrade,410
10582,2020-04-10 09:46:59,Upgrade,410
9744,2020-04-10 20:24:17,Points,7060
9744,2020-04-10 20:55:23,Upgrade,1810
6521,2020-04-11 21:09:37,Points,760
12488,2020-04-12 18:48:11,Points,1810
12488,2020-04-14 16:38:38,Points,1810
12488,2020-04-16 20:32:06,Points,3560
12488,2020-04-19 10:37:22,Points,3560
9744,2020-04-25 21:47:21,Points,760
9744,2020-04-26 06:11:26,Points,1810
9744,2020-04-26 06:12:13,Points,760
9744,2020-04-26 16:28:02,Points,760
21631,2020-04-29 14:17:56,Points,760
21631,2020-04-29 14:25:09,Points,760
21614,2020-05-02 11:58:21,Points,760
21614,2020-05-02 15:50:14,Points,760
1328,2020-05-02 21:33:30,Points,3560
21631,2020-05-12 17:03:48,Points,760
1314,2020-06-01 12:25:47,Upgrade,760
2062,2020-04-03 03:50:45,Points,760
2062,2020-04-03 03:50:58,Points,760
2062,2020-04-03 04:01:32,Upgrade,760
2062,2020-04-03 04:07:34,Points,760
2062,2020-04-03 10:40:27,Upgrade,760
10527,2020-04-03 15:36:48,Points,760
10527,2020-04-03 19:33:42,Points,760
19820,2020-04-04 12:33:34,Points,760
19820,2020-04-04 12:49:13,Points,760
19820,2020-04-04 13:05:54,Points,760
19820,2020-04-04 13:07:01,Points,760
9164,2020-04-04 15:16:15,Points,760
9164,2020-04-04 15:45:17,Upgrade,760
9164,2020-04-04 16:31:19,Upgrade,1810
12948,2020-04-04 22:15:43,Points,760
16463,2020-04-05 12:55:34,Points,3560
20764,2020-04-06 10:33:07,Upgrade,760
15150,2020-04-06 11:50:51,Upgrade,410
16594,2020-04-06 14:52:40,Points,760
15150,2020-04-06 15:54:33,Upgrade,410
15150,2020-04-06 16:18:58,Upgrade,410
16463,2020-04-07 00:38:06,Points,3560
16463,2020-04-07 08:24:07,Upgrade,760
16463,2020-04-07 14:22:09,Points,3560
15546,2020-04-08 00:37:26,Points,760
2461,2020-04-19 18:59:45,Points,760
20764,2020-04-27 06:42:14,Upgrade,760
21409,2020-05-14 18:14:00,Points,3560
5782,2020-05-17 05:33:26,ValuePack,410
5782,2020-05-17 09:21:24,Upgrade,760
5782,2020-05-24 22:20:17,ValuePack,2860
11557,2020-04-01 19:31:03,Points,1810
11557,2020-04-01 19:41:24,Upgrade,410
13196,2020-04-02 15:59:57,Upgrade,410
13196,2020-04-02 17:20:30,Upgrade,410
13196,2020-04-03 04:27:27,Points,1810
10172,2020-04-03 09:34:55,Upgrade,760
10172,2020-04-03 11:21:40,Points,760
10172,2020-04-03 11:37:12,Points,760
17931,2020-04-04 05:19:45,Upgrade,760
18980,2020-04-05 06:19:29,Points,760
18980,2020-04-05 06:46:19,Points,760
18980,2020-04-05 10:19:51,Points,760
9308,2020-04-05 12:32:12,Points,760
9308,2020-04-05 12:53:16,Upgrade,760
1754,2020-04-06 03:16:26,Points,410
1754,2020-04-06 03:17:09,Points,410
1754,2020-04-06 03:33:39,Points,410
1754,2020-04-06 03:33:53,Points,410
1754,2020-04-06 03:36:19,Points,410
1754,2020-04-06 04:05:46,Upgrade,410
1754,2020-04-06 04:06:26,Points,410
1754,2020-04-06 04:06:40,Points,410
1754,2020-04-06 04:20:36,Points,410
1754,2020-04-06 04:20:47,Points,410
1754,2020-04-06 04:26:20,Points,410
1754,2020-04-06 04:26:42,Points,410
1754,2020-04-06 04:27:03,Points,410
1754,2020-04-06 04:30:26,Points,410
1754,2020-04-06 04:50:38,Points,410
1754,2020-04-06 04:51:04,Points,410
1754,2020-04-06 04:51:33,Points,410
1754,2020-04-06 05:22:14,Upgrade,410
1754,2020-04-06 05:59:54,Upgrade,410
20639,2020-04-06 11:07:03,Points,760
20639,2020-04-06 11:30:30,Points,760
20639,2020-04-06 11:43:37,Points,760
20639,2020-04-06 11:45:07,Points,760
20639,2020-04-06 13:19:22,Upgrade,760
21753,2020-04-06 13:22:44,Points,760
10172,2020-04-06 13:28:33,Upgrade,410
20639,2020-04-06 13:32:59,Points,760
20639,2020-04-06 13:33:20,Points,760
20639,2020-04-06 13:54:23,Points,760
20639,2020-04-06 14:17:32,Points,760
20639,2020-04-06 14:19:55,Points,760
20639,2020-04-06 15:18:06,Points,760
20639,2020-04-06 15:31:32,Points,760
3510,2020-04-06 15:50:56,Points,3560
20639,2020-04-06 16:25:08,Upgrade,410
3510,2020-04-06 16:28:30,Upgrade,3555
20639,2020-04-06 16:28:55,Points,760
20639,2020-04-06 17:02:41,Upgrade,410
20639,2020-04-06 17:45:34,Upgrade,410
20639,2020-04-06 18:14:08,Points,1810
4558,2020-04-06 20:56:41,Points,1810
21313,2020-04-07 13:06:25,Points,760
1906,2020-04-10 10:12:48,Points,760
10172,2020-04-12 06:27:23,Points,760
10172,2020-04-12 06:56:51,Upgrade,760
21313,2020-04-12 18:50:41,Points,760
3510,2020-04-14 12:14:53,Points,1810
3610,2020-04-22 16:27:45,Points,760
3510,2020-04-23 21:39:36,Points,3560
1884,2020-04-25 05:59:12,Points,760
1884,2020-05-01 19:10:56,Points,410
13196,2020-05-02 13:02:02,Points,760
4205,2020-04-02 23:21:18,Points,1810
4205,2020-04-03 13:25:50,Upgrade,760
11248,2020-04-03 15:51:18,Upgrade,3555
17704,2020-04-04 23:55:36,Points,7060
4205,2020-04-05 05:02:00,Points,1810
4205,2020-04-05 05:07:42,Upgrade,410
4205,2020-04-05 15:27:22,Points,760
14607,2020-04-05 17:33:10,Points,760
15242,2020-04-06 13:50:18,Points,760
15242,2020-04-06 14:00:04,Upgrade,760
15242,2020-04-06 14:16:59,Points,760
8140,2020-04-06 17:14:03,Points,1810
8140,2020-04-06 17:30:57,Upgrade,1810
20989,2020-04-07 17:39:26,Points,3560
20989,2020-04-07 17:50:10,Upgrade,3555
12408,2020-04-07 18:03:36,Points,3560
